Id	Part2B	Part2T	Part1	Scope	Language_Type	Ref_Name	Comment
bqg				I	L	Bago-Kusuntu	
bqh				I	L	Baima	
bqi				I	L	Bakhtiari	
bqj				I	L	Bandial	
bqk				I	L	Banda-Mbrès	
bql				I	L	Bilakura	
bqm				I	L	Wumboko	
bqn				I	L	Bulgarian Sign Language	
bqo				I	L	Balo	
bqp				I	L	Busa	
bqq				I	L	Biritai	
bqr				I	L	Burusu	
bqs				I	L	Bosngun	
bqt				I	L	Bamukumbit	
bqu				I	L	Boguru	
bqv				I	L	Koro Wachi	
bqw				I	L	Buru (Nigeria)	
bqx				I	L	Baangi	
bqy				I	L	Bengkala Sign Language	
bqz				I	L	Bakaka	
bra	bra	bra		I	L	Braj	
brb				I	L	Lave	
brc				I	E	Berbice Creole Dutch	
brd				I	L	Baraamu	
bre	bre	bre	br	I	L	Breton	
brf				I	L	Bira	
brg				I	L	Baure	
brh				I	L	Brahui	
bri				I	L	Mokpwe	
brj				I	L	Bieria	
brk				I	E	Birked	
brl				I	L	Birwa	
brm				I	L	Barambu	
brn				I	L	Boruca	
bro				I	L	Brokkat	
brp				I	L	Barapasi	
brq				I	L	Breri	
brr				I	L	Birao	
brs				I	L	Baras	
brt				I	L	Bitare	
bru				I	L	Eastern Bru	
brv				I	L	Western Bru	
brw				I	L	Bellari	
brx				I	L	Bodo (India)	
bry				I	L	Burui	
brz				I	L	Bilbil	
bsa				I	L	Abinomn	
bsb				I	L	Brunei Bisaya	
bsc				I	L	Bassari	
bse				I	L	Wushi	
bsf				I	L	Bauchi	
bsg				I	L	Bashkardi	
bsh				I	L	Kati	
bsi				I	L	Bassossi	
bsj				I	L	Bangwinji	
bsk				I	L	Burushaski	
bsl				I	E	Basa-Gumna	
bsm				I	L	Busami	
bsn				I	L	Barasana-Eduria	
bso				I	L	Buso	
bsp				I	L	Baga Sitemu	
bsq				I	L	Bassa	
bsr				I	L	Bassa-Kontagora	
bss				I	L	Akoose	
bst				I	L	Basketo	
bsu				I	L	Bahonsuai	
bsv				I	E	Baga Sobané	
bsw				I	L	Baiso	
bsx				I	L	Yangkam	
bsy				I	L	Sabah Bisaya	
bta				I	L	Bata	
btc				I	L	Bati (Cameroon)	
btd				I	L	Batak Dairi	
bte				I	E	Gamo-Ningi	
btf				I	L	Birgit	
btg				I	L	Gagnoa Bété	
bth				I	L	Biatah Bidayuh	
bti				I	L	Burate	
btj				I	L	Bacanese Malay	
btm				I	L	Batak Mandailing	
btn				I	L	Ratagnon	
bto				I	L	Rinconada Bikol	
btp				I	L	Budibud	
btq				I	L	Batek	
btr				I	L	Baetora	
bts				I	L	Batak Simalungun	
btt				I	L	Bete-Bendi	
btu				I	L	Batu	
btv				I	L	Bateri	
btw				I	L	Butuanon	
btx				I	L	Batak Karo	
bty				I	L	Bobot	
btz				I	L	Batak Alas-Kluet	
bua	bua	bua		M	L	Buriat	
bub				I	L	Bua	
buc				I	L	Bushi	
bud				I	L	Ntcham	
bue				I	E	Beothuk	
buf				I	L	Bushoong	
bug	bug	bug		I	L	Buginese	
buh				I	L	Younuo Bunu	
bui				I	L	Bongili	
buj				I	L	Basa-Gurmana	
buk				I	L	Bugawac	
bul	bul	bul	bg	I	L	Bulgarian	
bum				I	L	Bulu (Cameroon)	
bun				I	L	Sherbro	
buo				I	L	Terei	
bup				I	L	Busoa	
buq				I	L	Brem	
bus				I	L	Bokobaru	
but				I	L	Bungain	
buu				I	L	Budu	
buv				I	L	Bun	
buw				I	L	Bubi	
bux				I	L	Boghom	
buy				I	L	Bullom So	
buz				I	L	Bukwen	
bva				I	L	Barein	
bvb				I	L	Bube	
bvc				I	L	Baelelea	
bvd				I	L	Baeggu	
bve				I	L	Berau Malay	
bvf				I	L	Boor	
bvg				I	L	Bonkeng	
bvh				I	L	Bure	
bvi				I	L	Belanda Viri	
bvj				I	L	Baan	
bvk				I	L	Bukat	
bvl				I	L	Bolivian Sign Language	
bvm				I	L	Bamunka	
bvn				I	L	Buna	
bvo				I	L	Bolgo	
bvp				I	L	Bumang	
bvq				I	L	Birri	
bvr				I	L	Burarra	
bvt				I	L	Bati (Indonesia)	
bvu				I	L	Bukit Malay	
bvv				I	E	Baniva	
bvw				I	L	Boga	
bvx				I	L	Dibole	
bvy				I	L	Baybayanon	
bvz				I	L	Bauzi	
bwa				I	L	Bwatoo	
bwb				I	L	Namosi-Naitasiri-Serua	
bwc				I	L	Bwile	
bwd				I	L	Bwaidoka	
bwe				I	L	Bwe Karen	
bwf				I	L	Boselewa	
bwg				I	L	Barwe	
bwh				I	L	Bishuo	
bwi				I	L	Baniwa	
bwj				I	L	Láá Láá Bwamu	
bwk				I	L	Bauwaki	
bwl				I	L	Bwela	
bwm				I	L	Biwat	
bwn				I	L	Wunai Bunu	
bwo				I	L	Boro (Ethiopia)	
bwp				I	L	Mandobo Bawah	
bwq				I	L	Southern Bobo Madaré	
bwr				I	L	Bura-Pabir	
bws				I	L	Bomboma	
bwt				I	L	Bafaw-Balong	
bwu				I	L	Buli (Ghana)	
bww				I	L	Bwa	
bwx				I	L	Bu-Nao Bunu	
bwy				I	L	Cwi Bwamu	
bwz				I	L	Bwisi	
bxa				I	L	Tairaha	
bxb				I	L	Belanda Bor	
bxc				I	L	Molengue	
bxd				I	L	Pela	
bxe				I	L	Birale	
bxf				I	L	Bilur	
bxg				I	L	Bangala	
bxh				I	L	Buhutu	
bxi				I	E	Pirlatapa	
bxj				I	L	Bayungu	
bxk				I	L	Bukusu	
bxl				I	L	Jalkunan	
bxm				I	L	Mongolia Buriat	
bxn				I	L	Burduna	
bxo				I	L	Barikanchi	
bxp				I	L	Bebil	
bxq				I	L	Beele	
bxr				I	L	Russia Buriat	
bxs				I	L	Busam	
bxu				I	L	China Buriat	
bxv				I	L	Berakou	
bxw				I	L	Bankagooma	
bxz				I	L	Binahari	
bya				I	L	Batak	
byb				I	L	Bikya	
byc				I	L	Ubaghara	
byd				I	L	Benyadu'	
bye				I	L	Pouye	
byf				I	L	Bete	
byg				I	E	Baygo	
byh				I	L	Bhujel	
byi				I	L	Buyu	
byj				I	L	Bina (Nigeria)	
byk				I	L	Biao	
byl				I	L	Bayono	
bym				I	L	Bidjara	
byn	byn	byn		I	L	Bilin	
byo				I	L	Biyo	
byp				I	L	Bumaji	
byq				I	E	Basay	
byr				I	L	Baruya	
bys				I	L	Burak	
byt				I	E	Berti	
byv				I	L	Medumba	
byw				I	L	Belhariya	
byx				I	L	Qaqet	
byz				I	L	Banaro	
bza				I	L	Bandi	
bzb				I	L	Andio	
bzc				I	L	Southern Betsimisaraka Malagasy	
bzd				I	L	Bribri	
bze				I	L	Jenaama Bozo	
bzf				I	L	Boikin	
bzg				I	L	Babuza	
bzh				I	L	Mapos Buang	
bzi				I	L	Bisu	
bzj				I	L	Belize Kriol English	
bzk				I	L	Nicaragua Creole English	
bzl				I	L	Boano (Sulawesi)	
bzm				I	L	Bolondo	
bzn				I	L	Boano (Maluku)	
bzo				I	L	Bozaba	
bzp				I	L	Kemberano	
bzq				I	L	Buli (Indonesia)	
bzr				I	E	Biri	
bzs				I	L	Brazilian Sign Language	
bzt				I	C	Brithenig	
bzu				I	L	Burmeso	
bzv				I	L	Naami	
bzw				I	L	Basa (Nigeria)	
bzx				I	L	Kɛlɛngaxo Bozo	
bzy				I	L	Obanliku	
bzz				I	L	Evant	
caa				I	L	Chortí	
cab				I	L	Garifuna	
cac				I	L	Chuj	
cad	cad	cad		I	L	Caddo	
cae				I	L	Lehar	
caf				I	L	Southern Carrier	
cag				I	L	Nivaclé	
cah				I	L	Cahuarano	
caj				I	E	Chané	
cak				I	L	Kaqchikel	
cal				I	L	Carolinian	
cam				I	L	Cemuhî	
can				I	L	Chambri	
cao				I	L	Chácobo	
cap				I	L	Chipaya	
caq				I	L	Car Nicobarese	
car	car	car		I	L	Galibi Carib	
cas				I	L	Tsimané	
cat	cat	cat	ca	I	L	Catalan	
cav				I	L	Cavineña	
caw				I	L	Callawalla	
cax				I	L	Chiquitano	
cay				I	L	Cayuga	
caz				I	E	Canichana	
cbb				I	L	Cabiyarí	
cbc				I	L	Carapana	
cbd				I	L	Carijona	
cbg				I	L	Chimila	
cbi				I	L	Chachi	
cbj				I	L	Ede Cabe	
cbk				I	L	Chavacano	
cbl				I	L	Bualkhaw Chin	
cbn				I	L	Nyahkur	
cbo				I	L	Izora	
cbq				I	L	Tsucuba	
cbr				I	L	Cashibo-Cacataibo	
cbs				I	L	Cashinahua	
cbt				I	L	Chayahuita	
cbu				I	L	Candoshi-Shapra	
cbv				I	L	Cacua	
cbw				I	L	Kinabalian	
cby				I	L	Carabayo	
ccc				I	L	Chamicuro	
ccd				I	L	Cafundo Creole	
cce				I	L	Chopi	
ccg				I	L	Samba Daka	
cch				I	L	Atsam	
ccj				I	L	Kasanga	
ccl				I	L	Cutchi-Swahili	
ccm				I	L	Malaccan Creole Malay	
cco				I	L	Comaltepec Chinantec	
ccp				I	L	Chakma	
ccr				I	E	Cacaopera	
cda				I	L	Choni	
cde				I	L	Chenchu	
cdf				I	L	Chiru	
cdh				I	L	Chambeali	
cdi				I	L	Chodri	
cdj				I	L	Churahi	
cdm				I	L	Chepang	
cdn				I	L	Chaudangsi	
cdo				I	L	Min Dong Chinese	
cdr				I	L	Cinda-Regi-Tiyal	
cds				I	L	Chadian Sign Language	
cdy				I	L	Chadong	
cdz				I	L	Koda	
cea				I	E	Lower Chehalis	
ceb	ceb	ceb		I	L	Cebuano	
ceg				I	L	Chamacoco	
cek				I	L	Eastern Khumi Chin	
cen				I	L	Cen	
ces	cze	ces	cs	I	L	Czech	
cet				I	L	Centúúm	
cey				I	L	Ekai Chin	
cfa				I	L	Dijim-Bwilim	
cfd				I	L	Cara	
cfg				I	L	Como Karim	
cfm				I	L	Falam Chin	
cga				I	L	Changriwa	
cgc				I	L	Kagayanen	
cgg				I	L	Chiga	
cgk				I	L	Chocangacakha	
cha	cha	cha	ch	I	L	Chamorro	
chb	chb	chb		I	E	Chibcha	
chc				I	E	Catawba	
chd				I	L	Highland Oaxaca Chontal	
che	che	che	ce	I	L	Chechen	
chf				I	L	Tabasco Chontal	
chg	chg	chg		I	E	Chagatai	
chh				I	E	Chinook	
chj				I	L	Ojitlán Chinantec	
chk	chk	chk		I	L	Chuukese	
chl				I	L	Cahuilla	
chm	chm	chm		M	L	Mari (Russia)	
chn	chn	chn		I	L	Chinook jargon	
cho	cho	cho		I	L	Choctaw	
chp	chp	chp		I	L	Chipewyan	
chq				I	L	Quiotepec Chinantec	
chr	chr	chr		I	L	Cherokee	
cht				I	E	Cholón	
chu	chu	chu	cu	I	A	Church Slavic	
chv	chv	chv	cv	I	L	Chuvash	
chw				I	L	Chuwabu	
chx				I	L	Chantyal	
chy	chy	chy		I	L	Cheyenne	
chz				I	L	Ozumacín Chinantec	
cia				I	L	Cia-Cia	
cib				I	L	Ci Gbe	
cic				I	L	Chickasaw	
cid				I	E	Chimariko	
cie				I	L	Cineni	
cih				I	L	Chinali	
cik				I	L	Chitkuli Kinnauri	
cim				I	L	Cimbrian	
cin				I	L	Cinta Larga	
cip				I	L	Chiapanec	
cir				I	L	Tiri	
ciw				I	L	Chippewa	
ciy				I	L	Chaima	
cja				I	L	Western Cham	
cje				I	L	Chru	
cjh				I	E	Upper Chehalis	
cji				I	L	Chamalal	
cjk				I	L	Chokwe	
cjm				I	L	Eastern Cham	
cjn				I	L	Chenapian	
cjo				I	L	Ashéninka Pajonal	
cjp				I	L	Cabécar	
cjs				I	L	Shor	
cjv				I	L	Chuave	
cjy				I	L	Jinyu Chinese	
ckb				I	L	Central Kurdish	
ckh				I	L	Chak	
ckl				I	L	Cibak	
ckm				I	L	Chakavian	
ckn				I	L	Kaang Chin	
cko				I	L	Anufo	
ckq				I	L	Kajakse	
ckr				I	L	Kairak	
cks				I	L	Tayo	
ckt				I	L	Chukot	
cku				I	L	Koasati	
ckv				I	L	Kavalan	
ckx				I	L	Caka	
cky				I	L	Cakfem-Mushere	
ckz				I	L	Cakchiquel-Quiché Mixed Language	
cla				I	L	Ron	
clc				I	L	Chilcotin	
cld				I	L	Chaldean Neo-Aramaic	
cle				I	L	Lealao Chinantec	
clh				I	L	Chilisso	
cli				I	L	Chakali	
clj				I	L	Laitu Chin	
clk				I	L	Idu-Mishmi	
cll				I	L	Chala	
clm				I	L	Clallam	
clo				I	L	Lowland Oaxaca Chontal	
clt				I	L	Lautu Chin	
clu				I	L	Caluyanun	
clw				I	L	Chulym	
cly				I	L	Eastern Highland Chatino	
cma				I	L	Maa	
cme				I	L	Cerma	
cmg				I	H	Classical Mongolian	
cmi				I	L	Emberá-Chamí	
cml				I	L	Campalagian	
cmm				I	E	Michigamea	
cmn				I	L	Mandarin Chinese	
cmo				I	L	Central Mnong	
cmr				I	L	Mro-Khimi Chin	
cms				I	A	Messapic	
cmt				I	L	Camtho	
cna				I	L	Changthang	
cnb				I	L	Chinbon Chin	
cnc				I	L	Côông	
cng				I	L	Northern Qiang	
cnh				I	L	Hakha Chin	
cni				I	L	Asháninka	
cnk				I	L	Khumi Chin	
cnl				I	L	Lalana Chinantec	
cno				I	L	Con	
cnp				I	L	Northern Ping Chinese	
cnr	cnr	cnr		I	L	Montenegrin	
cns				I	L	Central Asmat	
cnt				I	L	Tepetotutla Chinantec	
cnu				I	L	Chenoua	
cnw				I	L	Ngawn Chin	
cnx				I	H	Middle Cornish	
coa				I	L	Cocos Islands Malay	
cob				I	E	Chicomuceltec	
coc				I	L	Cocopa	
cod				I	L	Cocama-Cocamilla	
coe				I	L	Koreguaje	
cof				I	L	Colorado	
cog				I	L	Chong	
coh				I	L	Chonyi-Dzihana-Kauma	
coj				I	E	Cochimi	
cok				I	L	Santa Teresa Cora	
col				I	L	Columbia-Wenatchi	
com				I	L	Comanche	
con				I	L	Cofán	
coo				I	L	Comox	
cop	cop	cop		I	E	Coptic	
coq				I	E	Coquille	
cor	cor	cor	kw	I	L	Cornish	
cos	cos	cos	co	I	L	Corsican	
cot				I	L	Caquinte	
cou				I	L	Wamey	
cov				I	L	Cao Miao	
cow				I	E	Cowlitz	
cox				I	L	Nanti	
coz				I	L	Chochotec	
cpa				I	L	Palantla Chinantec	
cpb				I	L	Ucayali-Yurúa Ashéninka	
cpc				I	L	Ajyíninka Apurucayali	
cpg				I	E	Cappadocian Greek	
cpi				I	L	Chinese Pidgin English	
cpn				I	L	Cherepon	
cpo				I	L	Kpeego	
cps				I	L	Capiznon	
cpu				I	L	Pichis Ashéninka	
cpx				I	L	Pu-Xian Chinese	
cpy				I	L	South Ucayali Ashéninka	
cqd				I	L	Chuanqiandian Cluster Miao	
cra				I	L	Chara	
crb				I	E	Island Carib	
crc				I	L	Lonwolwol	
crd				I	L	Coeur d'Alene	
cre	cre	cre	cr	M	L	Cree	
crf				I	E	Caramanta	
crg				I	L	Michif	
crh	crh	crh		I	L	Crimean Tatar	
cri				I	L	Sãotomense	
crj				I	L	Southern East Cree	
crk				I	L	Plains Cree	
crl				I	L	Northern East Cree	
crm				I	L	Moose Cree	
crn				I	L	El Nayar Cora	
cro				I	L	Crow	
crq				I	L	Iyo'wujwa Chorote	
crr				I	E	Carolina Algonquian	
crs				I	L	Seselwa Creole French	
crt				I	L	Iyojwa'ja Chorote	
crv				I	L	Chaura	
crw				I	L	Chrau	
crx				I	L	Carrier	
cry				I	L	Cori	
crz				I	E	Cruzeño	
csa				I	L	Chiltepec Chinantec	
csb	csb	csb		I	L	Kashubian	
csc				I	L	Catalan Sign Language	
csd				I	L	Chiangmai Sign Language	
cse				I	L	Czech Sign Language	
csf				I	L	Cuba Sign Language	
csg				I	L	Chilean Sign Language	
csh				I	L	Asho Chin	
csi				I	E	Coast Miwok	
csj				I	L	Songlai Chin	
csk				I	L	Jola-Kasa	
csl				I	L	Chinese Sign Language	
csm				I	L	Central Sierra Miwok	
csn				I	L	Colombian Sign Language	
cso				I	L	Sochiapam Chinantec	
csp				I	L	Southern Ping Chinese	
csq				I	L	Croatia Sign Language	
csr				I	L	Costa Rican Sign Language	
css				I	E	Southern Ohlone	
cst				I	L	Northern Ohlone	
csv				I	L	Sumtu Chin	
csw				I	L	Swampy Cree	
csy				I	L	Siyin Chin	
csz				I	L	Coos	
cta				I	L	Tataltepec Chatino	
ctc				I	E	Chetco	
ctd				I	L	Tedim Chin	
cte				I	L	Tepinapa Chinantec	
ctg				I	L	Chittagonian	
cth				I	L	Thaiphum Chin	
ctl				I	L	Tlacoatzintepec Chinantec	
ctm				I	E	Chitimacha	
ctn				I	L	Chhintange	
cto				I	L	Emberá-Catío	
ctp				I	L	Western Highland Chatino	
cts				I	L	Northern Catanduanes Bikol	
ctt				I	L	Wayanad Chetti	
ctu				I	L	Chol	
ctz				I	L	Zacatepec Chatino	
cua				I	L	Cua	
cub				I	L	Cubeo	
cuc				I	L	Usila Chinantec	
cug				I	L	Chungmboko	
cuh				I	L	Chuka	
cui				I	L	Cuiba	
cuj				I	L	Mashco Piro	
cuk				I	L	San Blas Kuna	
cul				I	L	Culina	
cuo				I	E	Cumanagoto	
cup				I	E	Cupeño	
cuq				I	L	Cun	
cur				I	L	Chhulung	
cut				I	L	Teutila Cuicatec	
cuu				I	L	Tai Ya	
cuv				I	L	Cuvok	
cuw				I	L	Chukwa	
cux				I	L	Tepeuxila Cuicatec	
cuy				I	L	Cuitlatec	
cvg				I	L	Chug	
cvn				I	L	Valle Nacional Chinantec	
cwa				I	L	Kabwa	
cwb				I	L	Maindo	
cwd				I	L	Woods Cree	
cwe				I	L	Kwere	
cwg				I	L	Chewong	
cwt				I	L	Kuwaataay	
cya				I	L	Nopala Chatino	
cyb				I	E	Cayubaba	
cym	wel	cym	cy	I	L	Welsh	
cyo				I	L	Cuyonon	
czh				I	L	Huizhou Chinese	
czk				I	E	Knaanic	
czn				I	L	Zenzontepec Chatino	
czo				I	L	Min Zhong Chinese	
czt				I	L	Zotung Chin	
daa				I	L	Dangaléat	
dac				I	L	Dambi	
dad				I	L	Marik	
dae				I	L	Duupa	
dag				I	L	Dagbani	
dah				I	L	Gwahatike	
dai				I	L	Day	
daj				I	L	Dar Fur Daju	
dak	dak	dak		I	L	Dakota	
dal				I	L	Dahalo	
dam				I	L	Damakawa	
dan	dan	dan	da	I	L	Danish	
dao				I	L	Daai Chin	
daq				I	L	Dandami Maria	
dar	dar	dar		I	L	Dargwa	
das				I	L	Daho-Doo	
dau				I	L	Dar Sila Daju	
dav				I	L	Taita	
daw				I	L	Davawenyo	
dax				I	L	Dayi	
daz				I	L	Dao	
dba				I	L	Bangime	
dbb				I	L	Deno	
dbd				I	L	Dadiya	
dbe				I	L	Dabe	
dbf				I	L	Edopi	
dbg				I	L	Dogul Dom Dogon	
dbi				I	L	Doka	
dbj				I	L	Ida'an	
dbl				I	L	Dyirbal	
dbm				I	L	Duguri	
dbn				I	L	Duriankere	
dbo				I	L	Dulbu	
dbp				I	L	Duwai	
dbq				I	L	Daba	
dbr				I	L	Dabarre	
dbt				I	L	Ben Tey Dogon	
dbu				I	L	Bondum Dom Dogon	
dbv				I	L	Dungu	
dbw				I	L	Bankan Tey Dogon	
dby				I	L	Dibiyaso	
dcc				I	L	Deccan	
dcr				I	E	Negerhollands	
dda				I	E	Dadi Dadi	
ddd				I	L	Dongotono	
dde				I	L	Doondo	
ddg				I	L	Fataluku	
ddi				I	L	West Goodenough	
ddj				I	L	Jaru	
ddn				I	L	Dendi (Benin)	
ddo				I	L	Dido	
ddr				I	E	Dhudhuroa	
dds				I	L	Donno So Dogon	
ddw				I	L	Dawera-Daweloor	
dec				I	L	Dagik	
ded				I	L	Dedua	
dee				I	L	Dewoin	
def				I	L	Dezfuli	
deg				I	L	Degema	
deh				I	L	Dehwari	
dei				I	L	Demisa	
dek				I	L	Dek	
del	del	del		M	L	Delaware	
dem				I	L	Dem	
den	den	den		M	L	Slave (Athapascan)	
dep				I	E	Pidgin Delaware	
deq				I	L	Dendi (Central African Republic)	
der				I	L	Deori	
des				I	L	Desano	
deu	ger	deu	de	I	L	German	
dev				I	L	Domung	
dez				I	L	Dengese	
dga				I	L	Southern Dagaare	
dgb				I	L	Bunoge Dogon	
dgc				I	L	Casiguran Dumagat Agta	
dgd				I	L	Dagaari Dioula	
dge				I	L	Degenan	
dgg				I	L	Doga	
dgh				I	L	Dghwede	
dgi				I	L	Northern Dagara	
dgk				I	L	Dagba	
dgl				I	L	Andaandi	
dgn				I	E	Dagoman	
dgo				I	L	Dogri (individual language)	
dgr	dgr	dgr		I	L	Dogrib	
dgs				I	L	Dogoso	
dgt				I	E	Ndra'ngith	
dgw				I	E	Daungwurrung	
dgx				I	L	Doghoro	
dgz				I	L	Daga	
dhd				I	L	Dhundari	
dhg				I	L	Dhangu-Djangu	
dhi				I	L	Dhimal	
dhl				I	L	Dhalandji	
dhm				I	L	Zemba	
dhn				I	L	Dhanki	
dho				I	L	Dhodia	
dhr				I	L	Dhargari	
dhs				I	L	Dhaiso	
dhu				I	E	Dhurga	
dhv				I	L	Dehu	
dhw				I	L	Dhanwar (Nepal)	
dhx				I	L	Dhungaloo	
dia				I	L	Dia	
dib				I	L	South Central Dinka	
dic				I	L	Lakota Dida	
did				I	L	Didinga	
dif				I	E	Dieri	
dig				I	L	Digo	
dih				I	L	Kumiai	
dii				I	L	Dimbong	
dij				I	L	Dai	
dik				I	L	Southwestern Dinka	
dil				I	L	Dilling	
dim				I	L	Dime	
din	din	din		M	L	Dinka	
dio				I	L	Dibo	
dip				I	L	Northeastern Dinka	
diq				I	L	Dimli (individual language)	
dir				I	L	Dirim	
dis				I	L	Dimasa	
diu				I	L	Diriku	
div	div	div	dv	I	L	Dhivehi	
diw				I	L	Northwestern Dinka	
dix				I	L	Dixon Reef	
diy				I	L	Diuwe	
diz				I	L	Ding	
dja				I	E	Djadjawurrung	
djb				I	L	Djinba	
djc				I	L	Dar Daju Daju	
djd				I	L	Djamindjung	
dje				I	L	Zarma	
djf				I	E	Djangun	
dji				I	L	Djinang	
djj				I	L	Djeebbana	
djk				I	L	Eastern Maroon Creole	
djm				I	L	Jamsay Dogon	
djn				I	L	Jawoyn	
djo				I	L	Jangkang	
djr				I	L	Djambarrpuyngu	
dju				I	L	Kapriman	
djw				I	E	Djawi	
dka				I	L	Dakpakha	
dkk				I	L	Dakka	
dkr				I	L	Kuijau	
dks				I	L	Southeastern Dinka	
dkx				I	L	Mazagway	
dlg				I	L	Dolgan	
dlk				I	L	Dahalik	
dlm				I	E	Dalmatian	
dln				I	L	Darlong	
dma				I	L	Duma	
dmb				I	L	Mombo Dogon	
dmc				I	L	Gavak	
dmd				I	E	Madhi Madhi	
dme				I	L	Dugwor	
dmf				I	E	Medefaidrin	
dmg				I	L	Upper Kinabatangan	
dmk				I	L	Domaaki	
dml				I	L	Dameli	
dmm				I	L	Dama	
dmo				I	L	Kemedzung	
dmr				I	L	East Damar	
dms				I	L	Dampelas	
dmu				I	L	Dubu	
dmv				I	L	Dumpas	
dmw				I	L	Mudburra	
dmx				I	L	Dema	
dmy				I	L	Demta	
dna				I	L	Upper Grand Valley Dani	
dnd				I	L	Daonda	
dne				I	L	Ndendeule	
dng				I	L	Dungan	
dni				I	L	Lower Grand Valley Dani	
dnj				I	L	Dan	
dnk				I	L	Dengka	
dnn				I	L	Dzùùngoo	
dno				I	L	Ndrulo	
dnr				I	L	Danaru	
dnt				I	L	Mid Grand Valley Dani	
dnu				I	L	Danau	
dnv				I	L	Danu	
dnw				I	L	Western Dani	
dny				I	L	Dení	
doa				I	L	Dom	
dob				I	L	Dobu	
doc				I	L	Northern Dong	
doe				I	L	Doe	
dof				I	L	Domu	
doh				I	L	Dong	
doi	doi	doi		M	L	Dogri (macrolanguage)	
dok				I	L	Dondo	
dol				I	L	Doso	
don				I	L	Toura (Papua New Guinea)	
doo				I	L	Dongo	
dop				I	L	Lukpa	
doq				I	L	Dominican Sign Language	
dor				I	L	Dori'o	
dos				I	L	Dogosé	
dot				I	L	Dass	
dov				I	L	Dombe	
dow				I	L	Doyayo	
dox				I	L	Bussa	
doy				I	L	Dompo	
doz				I	L	Dorze	
dpp				I	L	Papar	
drb				I	L	Dair	
drc				I	L	Minderico	
drd				I	L	Darmiya	
dre				I	L	Dolpo	
drg				I	L	Rungus	
dri				I	L	C'Lela	
drl				I	L	Paakantyi	
drn				I	L	West Damar	
dro				I	L	Daro-Matu Melanau	
drq				I	E	Dura	
drs				I	L	Gedeo	
drt				I	L	Drents	
dru				I	L	Rukai	
dry				I	L	Darai	
dsb	dsb	dsb		I	L	Lower Sorbian	
dse				I	L	Dutch Sign Language	
dsh				I	L	Daasanach	
dsi				I	L	Disa	
dsl				I	L	Danish Sign Language	
dsn				I	E	Dusner	
dso				I	L	Desiya	
dsq				I	L	Tadaksahak	
dta				I	L	Daur	
dtb				I	L	Labuk-Kinabatangan Kadazan	
dtd				I	L	Ditidaht	
dth				I	E	Adithinngithigh	
dti				I	L	Ana Tinga Dogon	
dtk				I	L	Tene Kan Dogon	
dtm				I	L	Tomo Kan Dogon	
dtn				I	L	Daatsʼíin	
dto				I	L	Tommo So Dogon	
dtp				I	L	Kadazan Dusun	
dtr				I	L	Lotud	
dts				I	L	Toro So Dogon	
dtt				I	L	Toro Tegu Dogon	
dtu				I	L	Tebul Ure Dogon	
dty				I	L	Dotyali	
dua	dua	dua		I	L	Duala	
dub				I	L	Dubli	
duc				I	L	Duna	
due				I	L	Umiray Dumaget Agta	
duf				I	L	Dumbea	
dug				I	L	Duruma	
duh				I	L	Dungra Bhil	
dui				I	L	Dumun	
duk				I	L	Uyajitaya	
dul				I	L	Alabat Island Agta	
dum	dum	dum		I	H	Middle Dutch (ca. 1050-1350)	
dun				I	L	Dusun Deyah	
duo				I	L	Dupaninan Agta	
dup				I	L	Duano	
duq				I	L	Dusun Malang	
dur				I	L	Dii	
dus				I	L	Dumi	
duu				I	L	Drung	
duv				I	L	Duvle	
duw				I	L	Dusun Witu	
dux				I	L	Duungooma	
duy				I	E	Dicamay Agta	
duz				I	E	Duli-Gey	
dva				I	L	Duau	
dwa				I	L	Diri	
dwk				I	L	Dawik Kui	
dwr				I	L	Dawro	
dws				I	C	Dutton World Speedwords	
dwu				I	L	Dhuwal	
dww				I	L	Dawawa	
dwy				I	L	Dhuwaya	
dwz				I	L	Dewas Rai	
dya				I	L	Dyan	
dyb				I	E	Dyaberdyaber	
dyd				I	E	Dyugun	
dyg				I	E	Villa Viciosa Agta	
dyi				I	L	Djimini Senoufo	
dym				I	L	Yanda Dom Dogon	
dyn				I	L	Dyangadi	
dyo				I	L	Jola-Fonyi	
dyu	dyu	dyu		I	L	Dyula	
dyy				I	L	Djabugay	
dza				I	L	Tunzu	
dze				I	E	Djiwarli	
dzg				I	L	Dazaga	
dzl				I	L	Dzalakha	
dzn				I	L	Dzando	
dzo	dzo	dzo	dz	I	L	Dzongkha	
eaa				I	E	Karenggapa	
ebc				I	L	Beginci	
ebg				I	L	Ebughu	
ebk				I	L	Eastern Bontok	
ebo				I	L	Teke-Ebo	
ebr				I	L	Ebrié	
ebu				I	L	Embu	
ecr				I	A	Eteocretan	
ecs				I	L	Ecuadorian Sign Language	
ecy				I	A	Eteocypriot	
eee				I	L	E	
efa				I	L	Efai	
efe				I	L	Efe	
efi	efi	efi		I	L	Efik	
ega				I	L	Ega	
egl				I	L	Emilian	
ego				I	L	Eggon	
egy	egy	egy		I	A	Egyptian (Ancient)	
ehu				I	L	Ehueun	
eip				I	L	Eipomek	
eit				I	L	Eitiep	
eiv				I	L	Askopan	
eja				I	L	Ejamat	
eka	eka	eka		I	L	Ekajuk	
eke				I	L	Ekit	
ekg				I	L	Ekari	
eki				I	L	Eki	
ekk				I	L	Standard Estonian	
